lead_id,source,status,value,created_date,last_contact
LEAD00406,Event,New,5300.0,2025-06-25,2025-06-26
LEAD00407,Referral,Closed Lost,13100.0,2025-07-04,2025-07-21
LEAD00408,Web,Closed Lost,11300.0,2025-07-09,2025-07-27
LEAD00409,Web,Closed Won,10200.0,2025-07-08,2025-08-03
LEAD00410,Referral,Contacted,5900.0,2025-06-18,2025-07-03
LEAD00411,Email,Closed Won,5600.0,2025-06-07,2025-06-13
LEAD00412,Email,New,5900.0,2025-08-13,2025-08-26
LEAD00413,Referral,Closed Won,3200.0,2025-07-04,2025-07-10
LEAD00414,Event,New,1900.0,2025-07-02,2025-07-28
LEAD00415,Referral,Closed Lost,9200.0,2025-08-22,2025-09-09
LEAD00416,Social,Closed Lost,3900.0,2025-08-23,2025-08-31
LEAD00417,Social,Closed Lost,10400.0,2025-08-27,2025-09-22
LEAD00418,Event,Contacted,5300.0,2025-07-29,2025-08-10
LEAD00419,Referral,Closed Lost,9500.0,2025-06-08,2025-06-29
LEAD00420,Social,Closed Won,2300.0,2025-07-08,2025-07-11
LEAD00421,Web,Contacted,1300.0,2025-07-16,2025-07-19
LEAD00422,Email,Qualified,3100.0,2025-07-08,2025-07-10
LEAD00423,Email,Contacted,4900.0,2025-08-14,2025-09-04
LEAD00424,Web,Closed Won,15000.0,2025-07-14,2025-07-23
LEAD00425,Social,Closed Lost,5000.0,2025-06-02,2025-06-18
LEAD00426,Web,New,10800.0,2025-07-25,2025-08-06
LEAD00427,Email,Negotiation,2200.0,2025-07-08,2025-07-21
LEAD00428,Referral,Contacted,4000.0,2025-07-09,2025-07-16
LEAD00429,Email,Closed Won,1600.0,2025-07-01,2025-07-28
LEAD00430,Referral,Qualified,2900.0,2025-08-04,2025-08-13
LEAD00431,Event,Negotiation,4700.0,2025-07-22,2025-08-17
LEAD00432,Web,Qualified,1500.0,2025-06-09,2025-07-05
LEAD00433,Social,New,6300.0,2025-07-24,2025-08-12
LEAD00434,Social,Qualified,3700.0,2025-08-23,2025-09-13
LEAD00435,Referral,Closed Lost,8200.0,2025-06-20,2025-07-14
LEAD00436,Email,Negotiation,1200.0,2025-08-07,2025-08-30
LEAD00437,Referral,Closed Won,6100.0,2025-07-23,2025-08-11
LEAD00438,Web,Closed Won,7300.0,2025-08-12,2025-08-12
LEAD00439,Referral,Closed Lost,12800.0,2025-07-30,2025-08-13
LEAD00440,Social,Closed Lost,10300.0,2025-07-31,2025-07-31
LEAD00441,Social,Qualified,2200.0,2025-07-15,2025-07-19
LEAD00442,Referral,New,7800.0,2025-08-03,2025-08-24
LEAD00443,Event,Contacted,3200.0,2025-07-23,2025-08-17
LEAD00444,Referral,Qualified,23000.0,2025-06-20,2025-07-01
LEAD00445,Social,Closed Lost,1500.0,2025-06-06,2025-07-05
LEAD00446,Email,Closed Won,23200.0,2025-07-10,2025-07-21
LEAD00447,Referral,Qualified,18700.0,2025-06-15,2025-07-10
LEAD00448,Event,Closed Lost,1400.0,2025-06-26,2025-07-12
LEAD00449,Event,Contacted,10700.0,2025-06-18,2025-07-11
LEAD00450,Email,Closed Won,4300.0,2025-06-07,2025-06-10
LEAD00451,Email,New,4100.0,2025-06-26,2025-07-09
LEAD00452,Event,Closed Lost,3400.0,2025-08-17,2025-09-02
LEAD00453,Event,Contacted,3000.0,2025-06-08,2025-06-20
LEAD00454,Social,New,1100.0,2025-07-26,2025-08-23
LEAD00455,Referral,Contacted,2000.0,2025-06-13,2025-06-28
LEAD00456,Social,Contacted,2100.0,2025-07-07,2025-07-26
LEAD00457,Event,Closed Won,9600.0,2025-06-20,2025-07-09
LEAD00458,Event,Qualified,3500.0,2025-08-27,2025-09-06
LEAD00459,Email,Closed Lost,2200.0,2025-08-24,2025-09-16
LEAD00460,Web,Qualified,1600.0,2025-08-07,2025-08-22
LEAD00461,Referral,Qualified,4700.0,2025-07-17,2025-08-08
LEAD00462,Social,Contacted,1700.0,2025-06-18,2025-07-07
LEAD00463,Referral,Negotiation,1700.0,2025-07-09,2025-08-07
LEAD00464,Email,Closed Won,1200.0,2025-07-09,2025-07-09
LEAD00465,Event,Negotiation,11200.0,2025-08-01,2025-08-21
LEAD00466,Event,Contacted,4100.0,2025-08-16,2025-09-13
LEAD00467,Web,Closed Lost,1300.0,2025-07-22,2025-08-15
LEAD00468,Email,Contacted,5900.0,2025-07-01,2025-07-24
LEAD00469,Web,Qualified,4100.0,2025-08-03,2025-08-03
LEAD00470,Referral,Closed Won,6100.0,2025-06-15,2025-07-10
LEAD00471,Referral,Closed Lost,3200.0,2025-08-08,2025-08-22
LEAD00472,Email,Contacted,5500.0,2025-07-03,2025-07-22
LEAD00473,Referral,Closed Won,1100.0,2025-06-07,2025-06-29
LEAD00474,Email,Qualified,5500.0,2025-08-28,2025-09-26
LEAD00475,Referral,Negotiation,4600.0,2025-06-14,2025-06-14
LEAD00476,Web,Closed Won,6200.0,2025-07-23,2025-08-04
LEAD00477,Referral,Negotiation,5000.0,2025-08-25,2025-09-20
LEAD00478,Event,New,1000.0,2025-06-20,2025-07-01
LEAD00479,Referral,Closed Won,15100.0,2025-07-17,2025-07-23
LEAD00480,Referral,Qualified,5100.0,2025-07-06,2025-08-04
LEAD00481,Event,Closed Won,3500.0,2025-06-10,2025-06-27
LEAD00482,Referral,Contacted,17000.0,2025-07-21,2025-08-07
LEAD00483,Referral,New,3900.0,2025-08-07,2025-08-10
LEAD00484,Social,Closed Lost,7200.0,2025-06-18,2025-06-25
LEAD00485,Referral,Contacted,8000.0,2025-06-14,2025-06-24
LEAD00486,Event,New,4100.0,2025-08-19,2025-09-09
LEAD00487,Email,Contacted,5000.0,2025-06-10,2025-06-16
LEAD00488,Event,New,4300.0,2025-06-19,2025-06-23
LEAD00489,Event,Closed Won,22200.0,2025-07-25,2025-08-23
LEAD00490,Social,Closed Won,3500.0,2025-07-10,2025-07-15
LEAD00491,Web,Qualified,6900.0,2025-06-19,2025-06-28
LEAD00492,Event,Closed Won,7000.0,2025-07-17,2025-08-05
LEAD00493,Email,Qualified,1700.0,2025-07-17,2025-08-03
LEAD00494,Referral,Contacted,7300.0,2025-06-06,2025-07-01
LEAD00495,Email,Closed Lost,2600.0,2025-08-04,2025-08-14
LEAD00496,Referral,Closed Won,2400.0,2025-08-18,2025-09-04
LEAD00497,Email,Negotiation,12000.0,2025-08-01,2025-08-08
LEAD00498,Social,New,3300.0,2025-06-28,2025-07-04
LEAD00499,Event,Negotiation,9200.0,2025-06-19,2025-06-21
LEAD00500,Web,Negotiation,4500.0,2025-07-17,2025-08-05
LEAD00501,Referral,Negotiation,2800.0,2025-07-27,2025-08-03
LEAD00502,Event,New,6500.0,2025-08-21,2025-08-27
LEAD00503,Social,New,20400.0,2025-08-22,2025-09-19
LEAD00504,Web,New,6900.0,2025-07-21,2025-08-01
LEAD00505,Email,Contacted,11600.0,2025-06-26,2025-07-24
LEAD00506,Referral,Negotiation,2400.0,2025-06-16,2025-06-29
LEAD00507,Referral,Contacted,4700.0,2025-07-21,2025-07-26
LEAD00508,Event,Contacted,1700.0,2025-07-15,2025-07-20
LEAD00509,Email,Closed Won,6200.0,2025-08-13,2025-08-23
LEAD00510,Web,Negotiation,1700.0,2025-08-08,2025-08-29
LEAD00511,Referral,Contacted,16200.0,2025-06-01,2025-06-21
LEAD00512,Social,Closed Lost,8900.0,2025-07-16,2025-08-12
LEAD00513,Event,Negotiation,2100.0,2025-07-24,2025-08-02
LEAD00514,Email,Qualified,5100.0,2025-08-16,2025-09-10
LEAD00515,Web,Closed Won,3000.0,2025-07-20,2025-08-06
LEAD00516,Event,Contacted,5700.0,2025-07-15,2025-07-16
LEAD00517,Email,Closed Won,1000.0,2025-08-15,2025-08-15
LEAD00518,Email,Contacted,1200.0,2025-06-11,2025-06-21
LEAD00519,Web,New,9100.0,2025-08-13,2025-08-30
LEAD00520,Social,Negotiation,15300.0,2025-06-30,2025-07-03
LEAD00521,Email,New,2000.0,2025-06-22,2025-07-12
LEAD00522,Event,Closed Lost,4900.0,2025-06-18,2025-07-10
LEAD00523,Web,Qualified,1500.0,2025-06-27,2025-06-30
LEAD00524,Event,Closed Won,4700.0,2025-07-14,2025-08-09
LEAD00525,Web,Negotiation,3000.0,2025-07-09,2025-08-01
LEAD00526,Social,New,3000.0,2025-08-23,2025-09-07
LEAD00527,Web,Qualified,33900.0,2025-07-01,2025-07-10
LEAD00528,Event,Contacted,2100.0,2025-08-22,2025-08-25
LEAD00529,Email,Qualified,3700.0,2025-08-01,2025-08-28
LEAD00530,Referral,New,11900.0,2025-06-15,2025-07-14
LEAD00531,Social,New,1800.0,2025-08-02,2025-08-22
LEAD00532,Email,Qualified,13600.0,2025-08-05,2025-08-30
LEAD00533,Referral,Closed Won,4200.0,2025-06-02,2025-06-22
LEAD00534,Referral,New,1600.0,2025-08-17,2025-09-02
LEAD00535,Email,Qualified,10900.0,2025-07-31,2025-08-18
LEAD00536,Email,Closed Lost,6600.0,2025-08-07,2025-08-13
LEAD00537,Web,New,7800.0,2025-07-19,2025-07-22
LEAD00538,Email,Closed Lost,1900.0,2025-06-25,2025-07-04
LEAD00539,Web,Qualified,3200.0,2025-06-17,2025-06-19
LEAD00540,Referral,New,2200.0,2025-08-25,2025-09-04
LEAD00541,Referral,Closed Won,3400.0,2025-07-16,2025-08-14
LEAD00542,Email,Closed Won,7900.0,2025-07-28,2025-07-29
LEAD00543,Email,Contacted,7200.0,2025-06-15,2025-06-25
LEAD00544,Social,Contacted,1100.0,2025-06-02,2025-06-22
LEAD00545,Event,New,1800.0,2025-07-15,2025-08-13
LEAD00546,Email,Contacted,2500.0,2025-06-18,2025-07-10
LEAD00547,Event,Closed Lost,1700.0,2025-07-17,2025-08-05
LEAD00548,Email,Contacted,10500.0,2025-08-06,2025-09-02
LEAD00549,Event,Closed Won,9900.0,2025-06-09,2025-07-02
LEAD00550,Web,Negotiation,5600.0,2025-06-05,2025-06-12
LEAD00551,Email,Contacted,9700.0,2025-06-13,2025-06-13
LEAD00552,Web,Contacted,8700.0,2025-06-13,2025-07-05
LEAD00553,Event,Contacted,6900.0,2025-08-09,2025-08-11
LEAD00554,Email,Closed Lost,3900.0,2025-07-26,2025-07-27
LEAD00555,Event,Contacted,2900.0,2025-07-28,2025-08-05
LEAD00556,Web,Negotiation,7400.0,2025-07-19,2025-08-05
LEAD00557,Social,Qualified,3800.0,2025-06-01,2025-06-23
LEAD00558,Event,New,5000.0,2025-06-07,2025-07-04
LEAD00559,Social,New,5100.0,2025-07-04,2025-07-25
LEAD00560,Email,New,2700.0,2025-08-06,2025-08-08
LEAD00561,Event,New,5100.0,2025-07-24,2025-07-25
LEAD00562,Event,Qualified,3300.0,2025-06-14,2025-06-15
LEAD00563,Referral,New,3700.0,2025-07-30,2025-08-18
LEAD00564,Web,Contacted,2600.0,2025-07-05,2025-07-19
LEAD00565,Social,New,1900.0,2025-06-17,2025-07-16
LEAD00566,Email,New,4800.0,2025-08-24,2025-09-05
LEAD00567,Referral,Closed Won,2200.0,2025-08-02,2025-08-31
LEAD00568,Social,Closed Won,6200.0,2025-06-14,2025-07-05
LEAD00569,Web,Qualified,9700.0,2025-07-20,2025-07-31
LEAD00570,Email,Contacted,8700.0,2025-08-15,2025-08-23
LEAD00571,Web,Negotiation,11900.0,2025-06-26,2025-07-22
LEAD00572,Email,Closed Lost,9300.0,2025-08-07,2025-08-11
LEAD00573,Referral,Closed Won,16200.0,2025-08-22,2025-09-18
LEAD00574,Social,Negotiation,5200.0,2025-07-12,2025-07-31
LEAD00575,Referral,Negotiation,4300.0,2025-06-13,2025-06-22
LEAD00576,Web,New,17500.0,2025-08-07,2025-09-05
LEAD00577,Referral,New,2800.0,2025-06-12,2025-06-26
LEAD00578,Web,Negotiation,2400.0,2025-06-28,2025-07-05
LEAD00579,Web,New,10300.0,2025-06-04,2025-06-20
LEAD00580,Social,Closed Lost,20000.0,2025-06-10,2025-07-04
LEAD00581,Web,Contacted,10100.0,2025-07-25,2025-07-29
LEAD00582,Email,Negotiation,1700.0,2025-08-22,2025-09-08
LEAD00583,Social,Negotiation,4900.0,2025-07-13,2025-08-04
LEAD00584,Event,Contacted,28200.0,2025-08-27,2025-08-27
LEAD00585,Referral,Negotiation,6200.0,2025-07-12,2025-07-31
LEAD00586,Web,Closed Won,10300.0,2025-07-25,2025-08-07
LEAD00587,Social,New,14400.0,2025-08-16,2025-09-04
LEAD00588,Web,New,8900.0,2025-06-18,2025-06-30
LEAD00589,Web,Qualified,15200.0,2025-07-04,2025-07-20
LEAD00590,Social,Contacted,4800.0,2025-07-16,2025-08-13
LEAD00591,Web,New,6800.0,2025-08-05,2025-08-29
LEAD00592,Referral,Contacted,1000.0,2025-06-06,2025-06-21
LEAD00593,Event,Closed Lost,12000.0,2025-06-03,2025-06-07
LEAD00594,Email,Closed Won,2900.0,2025-06-08,2025-06-17
LEAD00595,Email,Closed Won,6600.0,2025-07-05,2025-07-27
LEAD00596,Referral,Negotiation,1200.0,2025-06-20,2025-07-05
LEAD00597,Web,Contacted,33100.0,2025-08-01,2025-08-11
LEAD00598,Event,New,2600.0,2025-08-28,2025-09-05
LEAD00599,Email,New,1400.0,2025-07-24,2025-08-19
LEAD00600,Social,Closed Won,1600.0,2025-08-03,2025-08-08
LEAD00601,Referral,Negotiation,9400.0,2025-08-23,2025-09-18
LEAD00602,Referral,New,4500.0,2025-06-11,2025-07-01
LEAD00603,Web,New,8500.0,2025-08-27,2025-09-14
LEAD00604,Referral,Closed Lost,9700.0,2025-06-27,2025-07-26
LEAD00605,Email,Closed Lost,8400.0,2025-07-03,2025-07-14
LEAD00606,Web,Closed Lost,5000.0,2025-07-08,2025-07-19
LEAD00607,Email,Negotiation,3900.0,2025-08-12,2025-08-25
LEAD00608,Event,New,2000.0,2025-08-15,2025-09-05
LEAD00609,Social,Closed Won,5000.0,2025-07-10,2025-07-15
LEAD00610,Email,New,5200.0,2025-08-03,2025-08-11
LEAD00611,Email,New,3400.0,2025-07-03,2025-08-01
LEAD00612,Event,Qualified,8600.0,2025-06-03,2025-06-26
LEAD00613,Web,New,14900.0,2025-06-17,2025-06-26
LEAD00614,Event,Closed Won,8200.0,2025-08-11,2025-08-25
LEAD00615,Social,Closed Won,2200.0,2025-07-16,2025-07-25
LEAD00616,Email,Qualified,2300.0,2025-08-14,2025-08-20
LEAD00617,Social,Contacted,2700.0,2025-06-27,2025-07-24
LEAD00618,Referral,Closed Won,6100.0,2025-06-18,2025-07-13
LEAD00619,Email,New,8200.0,2025-06-28,2025-07-19
LEAD00620,Email,New,5800.0,2025-07-29,2025-07-29
LEAD00621,Social,Contacted,16300.0,2025-07-10,2025-07-27
LEAD00622,Web,Closed Won,4900.0,2025-08-14,2025-08-29
LEAD00623,Email,New,1900.0,2025-07-08,2025-07-24
LEAD00624,Email,Qualified,11000.0,2025-07-29,2025-08-27
LEAD00625,Event,Contacted,2600.0,2025-07-15,2025-08-12
LEAD00626,Web,Qualified,3300.0,2025-07-24,2025-08-16
LEAD00627,Event,Contacted,2800.0,2025-07-20,2025-07-30
LEAD00628,Social,Qualified,7500.0,2025-07-18,2025-07-31
LEAD00629,Referral,Negotiation,6600.0,2025-08-10,2025-09-04
LEAD00630,Email,Closed Lost,4000.0,2025-06-25,2025-07-08
LEAD00631,Email,Closed Lost,4900.0,2025-08-04,2025-08-15
LEAD00632,Web,Closed Lost,2100.0,2025-08-05,2025-08-15
LEAD00633,Email,New,2800.0,2025-07-28,2025-08-09
LEAD00634,Event,Contacted,6300.0,2025-07-25,2025-08-03
LEAD00635,Social,Contacted,1800.0,2025-06-25,2025-06-29
LEAD00636,Email,Contacted,4700.0,2025-06-01,2025-06-13
LEAD00637,Web,Negotiation,3100.0,2025-07-10,2025-08-07
LEAD00638,Referral,New,13500.0,2025-08-24,2025-09-11
LEAD00639,Event,Qualified,3300.0,2025-08-28,2025-09-10
LEAD00640,Web,Qualified,1300.0,2025-07-28,2025-08-15
LEAD00641,Web,New,6800.0,2025-08-25,2025-09-01
LEAD00642,Event,New,7800.0,2025-07-02,2025-07-28
LEAD00643,Event,Qualified,2100.0,2025-08-02,2025-08-17
LEAD00644,Event,Qualified,1200.0,2025-08-03,2025-08-30
LEAD00645,Event,Negotiation,1900.0,2025-08-12,2025-08-29
LEAD00646,Social,Contacted,5700.0,2025-06-14,2025-06-28
LEAD00647,Email,Contacted,3300.0,2025-06-15,2025-06-28
LEAD00648,Email,New,1200.0,2025-06-20,2025-06-29
LEAD00649,Email,Negotiation,1900.0,2025-06-06,2025-07-02
LEAD00650,Event,Closed Lost,7400.0,2025-07-12,2025-07-24
LEAD00651,Referral,Closed Lost,10100.0,2025-06-02,2025-06-08
LEAD00652,Referral,New,1200.0,2025-08-17,2025-08-24
LEAD00653,Event,Contacted,1400.0,2025-08-16,2025-09-08
LEAD00654,Web,Qualified,26300.0,2025-06-17,2025-06-27
LEAD00655,Referral,Contacted,1700.0,2025-06-29,2025-06-29
LEAD00656,Referral,Closed Won,11500.0,2025-06-27,2025-07-24
LEAD00657,Email,Closed Lost,5000.0,2025-08-12,2025-08-24
LEAD00658,Social,Qualified,8800.0,2025-06-27,2025-07-01
LEAD00659,Referral,Contacted,4200.0,2025-06-26,2025-07-17
LEAD00660,Email,Closed Lost,1300.0,2025-07-05,2025-07-27
LEAD00661,Social,Qualified,1500.0,2025-06-08,2025-06-17
LEAD00662,Web,New,6300.0,2025-07-01,2025-07-17
LEAD00663,Referral,Qualified,17500.0,2025-08-01,2025-08-26
LEAD00664,Referral,Negotiation,1400.0,2025-07-20,2025-07-25
LEAD00665,Email,Qualified,5600.0,2025-06-07,2025-06-15
LEAD00666,Social,Closed Lost,11200.0,2025-06-30,2025-07-12
LEAD00667,Referral,Closed Won,6600.0,2025-07-18,2025-07-19
LEAD00668,Email,Closed Won,5000.0,2025-08-18,2025-08-25
LEAD00669,Referral,Closed Won,2400.0,2025-07-17,2025-08-04
LEAD00670,Event,Contacted,11900.0,2025-08-14,2025-09-10
LEAD00671,Email,Closed Won,24400.0,2025-07-01,2025-07-30
LEAD00672,Referral,Contacted,5300.0,2025-06-26,2025-07-18
LEAD00673,Referral,New,1500.0,2025-06-10,2025-07-01
LEAD00674,Email,New,2600.0,2025-06-24,2025-07-08
LEAD00675,Web,Qualified,1100.0,2025-07-05,2025-07-26
LEAD00676,Email,New,5900.0,2025-07-22,2025-08-06
LEAD00677,Email,Contacted,14800.0,2025-06-02,2025-06-25
LEAD00678,Email,Closed Won,1100.0,2025-07-24,2025-08-03
LEAD00679,Web,Closed Lost,6400.0,2025-07-19,2025-07-21
LEAD00680,Email,Qualified,4900.0,2025-06-05,2025-07-01
LEAD00681,Web,Closed Lost,2000.0,2025-06-16,2025-06-28
LEAD00682,Social,Qualified,2600.0,2025-08-23,2025-09-01
LEAD00683,Referral,Closed Won,4300.0,2025-08-03,2025-08-30
LEAD00684,Event,Closed Won,4600.0,2025-06-08,2025-06-24
LEAD00685,Referral,Closed Won,14900.0,2025-07-04,2025-07-28
LEAD00686,Email,Negotiation,3800.0,2025-08-24,2025-09-02
LEAD00687,Email,Contacted,1600.0,2025-06-20,2025-07-13
LEAD00688,Event,Contacted,8900.0,2025-08-25,2025-09-12
LEAD00689,Email,Closed Lost,8300.0,2025-06-20,2025-07-13
LEAD00690,Social,New,1800.0,2025-06-16,2025-06-18
LEAD00691,Referral,Closed Lost,4100.0,2025-07-14,2025-07-31
LEAD00692,Web,Closed Lost,1600.0,2025-08-14,2025-09-01
LEAD00693,Referral,Contacted,4100.0,2025-07-21,2025-08-02
LEAD00694,Referral,Negotiation,33000.0,2025-07-28,2025-08-21
LEAD00695,Web,Contacted,1100.0,2025-08-20,2025-09-06
LEAD00696,Social,Closed Won,2700.0,2025-06-02,2025-06-17
LEAD00697,Social,Negotiation,2900.0,2025-06-10,2025-07-05
LEAD00698,Email,Closed Won,1200.0,2025-08-23,2025-08-23
LEAD00699,Social,Closed Won,1100.0,2025-08-20,2025-09-17
LEAD00700,Email,Negotiation,15900.0,2025-06-17,2025-07-16
LEAD00701,Web,Contacted,1200.0,2025-07-29,2025-08-03
LEAD00702,Referral,Negotiation,4400.0,2025-07-18,2025-07-18
LEAD00703,Social,Closed Won,3300.0,2025-07-19,2025-08-08
LEAD00704,Referral,Closed Won,4200.0,2025-07-02,2025-07-20
LEAD00705,Event,Contacted,4800.0,2025-06-23,2025-07-06
LEAD00706,Referral,Closed Won,9600.0,2025-07-06,2025-07-25
LEAD00707,Web,Closed Lost,9600.0,2025-06-18,2025-06-30
LEAD00708,Web,New,2300.0,2025-07-03,2025-07-20
LEAD00709,Web,Contacted,1600.0,2025-07-10,2025-07-26
LEAD00710,Event,Qualified,7000.0,2025-08-17,2025-09-08
LEAD00711,Event,Qualified,2900.0,2025-07-01,2025-07-17
LEAD00712,Event,Qualified,8800.0,2025-08-20,2025-09-06
LEAD00713,Social,Contacted,1100.0,2025-07-01,2025-07-28
LEAD00714,Web,Closed Lost,3600.0,2025-07-23,2025-08-05
LEAD00715,Social,Contacted,1400.0,2025-07-31,2025-08-24
LEAD00716,Email,Qualified,5100.0,2025-07-03,2025-07-09
LEAD00717,Social,New,2100.0,2025-08-11,2025-09-07
LEAD00718,Web,New,2600.0,2025-07-06,2025-07-27
LEAD00719,Referral,Negotiation,3200.0,2025-06-02,2025-06-19
LEAD00720,Web,Contacted,5900.0,2025-07-18,2025-08-11
LEAD00721,Email,Contacted,1800.0,2025-08-16,2025-08-17
LEAD00722,Web,Qualified,11800.0,2025-05-31,2025-06-19
LEAD00723,Social,Closed Lost,1100.0,2025-06-06,2025-07-04
LEAD00724,Web,Closed Won,7400.0,2025-08-08,2025-08-15
LEAD00725,Social,Closed Won,3100.0,2025-08-05,2025-09-02
LEAD00726,Email,Contacted,5100.0,2025-06-07,2025-06-14
LEAD00727,Social,Negotiation,6600.0,2025-07-29,2025-08-06
LEAD00728,Event,New,4700.0,2025-05-31,2025-06-21
LEAD00729,Event,New,1200.0,2025-08-28,2025-09-09
LEAD00730,Web,New,5600.0,2025-06-30,2025-07-19
LEAD00731,Event,Qualified,2500.0,2025-07-18,2025-08-03
LEAD00732,Email,Contacted,2200.0,2025-06-17,2025-06-18
LEAD00733,Social,Contacted,10800.0,2025-08-04,2025-08-12
LEAD00734,Event,Closed Lost,4000.0,2025-08-18,2025-08-24
LEAD00735,Social,Qualified,2300.0,2025-08-16,2025-08-23
LEAD00736,Event,Closed Lost,4800.0,2025-08-22,2025-09-18
LEAD00737,Social,Closed Lost,5500.0,2025-07-25,2025-08-14
LEAD00738,Web,Qualified,8000.0,2025-06-12,2025-06-15
LEAD00739,Event,Closed Lost,1200.0,2025-07-19,2025-08-07
LEAD00740,Event,Closed Won,1700.0,2025-05-31,2025-06-11
LEAD00741,Event,Contacted,9700.0,2025-07-05,2025-07-16
LEAD00742,Web,Contacted,6500.0,2025-06-29,2025-07-06
LEAD00743,Event,Closed Lost,1300.0,2025-07-09,2025-07-21
LEAD00744,Referral,Negotiation,1500.0,2025-06-17,2025-06-24
LEAD00745,Email,Closed Lost,2600.0,2025-06-26,2025-07-20
LEAD00746,Referral,Qualified,2400.0,2025-08-10,2025-08-23
LEAD00747,Web,Closed Won,6900.0,2025-08-19,2025-09-15
LEAD00748,Email,Contacted,1100.0,2025-08-03,2025-08-30
LEAD00749,Referral,Closed Won,2900.0,2025-08-23,2025-09-05
LEAD00750,Email,Contacted,2000.0,2025-07-24,2025-07-27
LEAD00751,Email,Closed Lost,11100.0,2025-08-17,2025-08-23
LEAD00752,Email,Negotiation,5100.0,2025-08-27,2025-08-29
LEAD00753,Referral,New,11000.0,2025-06-18,2025-07-17
LEAD00754,Referral,Contacted,2400.0,2025-08-10,2025-08-19
LEAD00755,Referral,New,1800.0,2025-08-06,2025-08-23
LEAD00756,Web,Qualified,10300.0,2025-08-09,2025-08-23
LEAD00757,Social,Closed Lost,4800.0,2025-06-18,2025-06-29
LEAD00758,Web,Closed Won,4700.0,2025-07-02,2025-07-16
LEAD00759,Event,Negotiation,6100.0,2025-06-27,2025-06-27
LEAD00760,Social,Qualified,1500.0,2025-08-07,2025-08-24
LEAD00761,Web,Closed Lost,4400.0,2025-06-20,2025-06-24
LEAD00762,Social,Contacted,4600.0,2025-07-21,2025-07-29
LEAD00763,Referral,Negotiation,4800.0,2025-08-06,2025-08-12
LEAD00764,Email,Negotiation,8800.0,2025-07-14,2025-08-10
LEAD00765,Web,Negotiation,6100.0,2025-08-15,2025-09-13
LEAD00766,Referral,Contacted,6900.0,2025-08-10,2025-08-24
LEAD00767,Social,New,13000.0,2025-07-23,2025-08-02
LEAD00768,Referral,Closed Lost,10000.0,2025-07-10,2025-08-06
LEAD00769,Social,Negotiation,5400.0,2025-06-23,2025-07-22
LEAD00770,Referral,Negotiation,3100.0,2025-07-24,2025-08-15
LEAD00771,Referral,Contacted,1500.0,2025-06-22,2025-06-28
LEAD00772,Social,Closed Won,6600.0,2025-06-24,2025-06-27
LEAD00773,Web,Qualified,3200.0,2025-08-20,2025-08-29
LEAD00774,Referral,Contacted,1200.0,2025-07-10,2025-07-10
LEAD00775,Email,Negotiation,3000.0,2025-07-15,2025-08-09
LEAD00776,Referral,Negotiation,3300.0,2025-07-12,2025-08-01
LEAD00777,Referral,Negotiation,3800.0,2025-08-18,2025-09-10
LEAD00778,Web,Closed Lost,3100.0,2025-08-08,2025-08-15
LEAD00779,Social,Closed Won,4500.0,2025-06-26,2025-06-26
LEAD00780,Event,Closed Lost,1900.0,2025-07-18,2025-07-29
LEAD00781,Social,Closed Won,13700.0,2025-07-31,2025-08-14
LEAD00782,Email,Contacted,1400.0,2025-06-15,2025-07-13
LEAD00783,Email,Qualified,8500.0,2025-06-26,2025-07-02
LEAD00784,Web,Negotiation,9600.0,2025-06-13,2025-07-12
LEAD00785,Event,New,4400.0,2025-06-04,2025-06-04
LEAD00786,Web,Negotiation,1600.0,2025-07-02,2025-07-18
LEAD00787,Social,Negotiation,5300.0,2025-06-05,2025-06-12
LEAD00788,Event,Qualified,4300.0,2025-05-31,2025-06-01
LEAD00789,Referral,New,1500.0,2025-07-15,2025-08-06
LEAD00790,Social,Qualified,3700.0,2025-06-12,2025-07-09
LEAD00791,Web,Qualified,4500.0,2025-07-29,2025-08-24
LEAD00792,Social,New,4000.0,2025-07-05,2025-07-17
LEAD00793,Social,Closed Won,6600.0,2025-08-23,2025-08-29
LEAD00794,Referral,Qualified,6000.0,2025-08-12,2025-09-09
LEAD00795,Event,Qualified,1900.0,2025-07-27,2025-08-12
LEAD00796,Social,Negotiation,8000.0,2025-07-05,2025-07-17
LEAD00797,Web,Closed Won,6200.0,2025-06-18,2025-07-12
LEAD00798,Web,Qualified,6400.0,2025-06-04,2025-06-21
LEAD00799,Social,Contacted,1700.0,2025-08-07,2025-08-29
LEAD00800,Web,New,6900.0,2025-06-18,2025-07-13
LEAD00801,Social,Closed Won,21900.0,2025-07-19,2025-07-20
LEAD00802,Social,Negotiation,6700.0,2025-07-13,2025-07-27
LEAD00803,Referral,Closed Lost,2900.0,2025-07-12,2025-08-03
LEAD00804,Social,Closed Won,5200.0,2025-07-02,2025-07-09
LEAD00805,Event,New,4800.0,2025-06-24,2025-06-27
LEAD00806,Referral,Closed Won,2100.0,2025-06-22,2025-07-05
LEAD00807,Event,Contacted,3500.0,2025-08-13,2025-08-16
LEAD00808,Email,Qualified,10000.0,2025-08-17,2025-08-20
LEAD00809,Event,Contacted,1300.0,2025-06-28,2025-07-01
LEAD00810,Event,Closed Lost,2400.0,2025-08-04,2025-08-18
LEAD00811,Web,New,2100.0,2025-06-30,2025-07-01
LEAD00812,Email,Negotiation,6500.0,2025-07-19,2025-08-06
