timestamp,amount,region,channel
2024-01-25T06:44:00,60.72,West,Online
2024-01-25T06:48:00,63.97,South,Online
2024-01-25T07:04:00,164.4,South,Wholesale
2024-01-25T09:04:00,117.91,North,Retail
2024-01-25T09:06:00,66.65,South,Online
2024-01-25T09:14:00,176.03,South,Wholesale
2024-01-25T10:00:00,91.38,East,Retail
2024-01-25T10:04:00,487.28,East,Online
2024-01-25T10:27:00,174.44,West,Wholesale
2024-01-25T12:00:00,90.51,West,Wholesale
2024-01-25T12:26:00,67.81,South,Wholesale
2024-01-25T12:55:00,124.02,West,Wholesale
2024-01-25T13:01:00,257.9,North,Online
2024-01-25T13:05:00,294.0,South,Retail
2024-01-25T14:01:00,71.91,North,Wholesale
2024-01-25T14:02:00,72.81,South,Wholesale
2024-01-25T14:04:00,159.47,East,Retail
2024-01-25T15:08:00,200.89,East,Retail
2024-01-25T15:37:00,76.31,West,Retail
2024-01-25T15:58:00,112.57,North,Wholesale
2024-01-25T16:02:00,98.59,South,Online
2024-01-25T17:22:00,144.85,North,Retail
2024-01-25T17:33:00,98.47,East,Online
2024-01-25T18:01:00,179.44,South,Retail
2024-01-25T18:08:00,257.61,West,Online
2024-01-25T18:38:00,84.62,West,Retail
2024-01-25T18:53:00,202.36,East,Online
2024-01-25T19:07:00,113.01,South,Retail
2024-01-25T19:10:00,177.76,North,Retail
2024-01-25T19:24:00,241.26,East,Online
2024-01-25T20:01:00,165.89,South,Retail
2024-01-25T20:32:00,87.59,North,Online
2024-01-25T20:36:00,88.85,South,Wholesale
2024-01-25T20:44:00,91.0,South,Retail
2024-01-25T20:58:00,353.26,South,Online
2024-01-25T21:02:00,93.35,South,Online
2024-01-25T21:06:00,245.15,East,Online
2024-01-25T21:14:00,173.27,West,Wholesale
2024-01-25T21:15:00,73.88,West,Online
2024-01-25T21:20:00,430.09,North,Wholesale
2024-01-25T21:35:00,64.11,North,Wholesale
2024-01-25T21:43:00,121.89,North,Retail
2024-01-25T22:06:00,311.69,East,Wholesale
2024-01-25T23:09:00,161.52,East,Wholesale
2024-01-25T23:12:00,192.03,South,Online
2024-01-25T23:47:00,54.53,West,Online
2024-01-26T00:02:00,93.96,South,Retail
2024-01-26T00:34:00,73.75,South,Wholesale
2024-01-26T00:48:00,343.39,South,Retail
2024-01-26T01:02:00,199.45,South,Online
2024-01-26T01:31:00,270.38,South,Online
2024-01-26T01:36:00,73.23,South,Wholesale
2024-01-26T01:50:00,72.89,South,Retail
2024-01-26T01:51:00,129.87,West,Retail
2024-01-26T01:53:00,157.47,North,Wholesale
2024-01-26T02:25:00,68.14,North,Online
2024-01-26T02:41:00,183.75,West,Wholesale
2024-01-26T03:04:00,58.06,North,Wholesale
2024-01-26T03:17:00,337.27,North,Retail
2024-01-26T03:39:00,176.18,West,Retail
2024-01-26T03:43:00,93.08,East,Wholesale
2024-01-26T04:17:00,122.17,West,Online
2024-01-26T04:48:00,91.86,South,Online
2024-01-26T04:52:00,78.23,West,Online
2024-01-26T05:13:00,407.34,South,Retail
2024-01-26T05:44:00,337.79,South,Retail
2024-01-26T06:11:00,147.54,East,Retail
2024-01-26T06:43:00,63.93,East,Wholesale
2024-01-26T07:33:00,426.94,North,Wholesale
2024-01-26T08:07:00,67.3,West,Retail
2024-01-26T08:14:00,278.09,West,Retail
2024-01-26T08:32:00,209.02,East,Online
2024-01-26T08:51:00,441.36,West,Online
2024-01-26T09:28:00,98.44,East,Online
2024-01-26T09:31:00,79.59,South,Wholesale
2024-01-26T09:43:00,108.97,South,Wholesale
2024-01-26T10:15:00,445.05,South,Online
2024-01-26T10:17:00,170.85,South,Online
2024-01-26T10:38:00,76.79,South,Retail
2024-01-26T10:54:00,272.38,South,Retail
2024-01-26T11:07:00,171.23,North,Retail
2024-01-26T12:03:00,188.14,East,Retail
2024-01-26T12:15:00,145.14,West,Wholesale
2024-01-26T12:27:00,125.85,North,Wholesale
2024-01-26T12:41:00,91.02,North,Online
2024-01-26T13:02:00,161.74,East,Retail
2024-01-26T13:49:00,203.36,South,Retail
2024-01-26T14:07:00,392.09,East,Wholesale
2024-01-26T14:15:00,159.59,East,Wholesale
2024-01-26T15:12:00,132.74,East,Online
2024-01-26T15:40:00,87.47,South,Retail
2024-01-26T15:48:00,122.11,East,Wholesale
2024-01-26T15:53:00,88.2,East,Wholesale
2024-01-26T16:41:00,201.84,West,Online
2024-01-26T17:11:00,103.71,North,Online
2024-01-26T17:13:00,101.13,North,Wholesale
2024-01-26T17:56:00,88.31,North,Wholesale
2024-01-26T18:01:00,770.89,West,Wholesale
2024-01-26T18:08:00,105.59,East,Retail
2024-01-26T18:19:00,86.61,South,Wholesale
2024-01-26T18:21:00,209.64,West,Wholesale
2024-01-26T18:39:00,77.5,South,Online
2024-01-26T18:49:00,120.68,South,Online
2024-01-26T19:36:00,239.81,West,Retail
2024-01-26T19:39:00,117.55,North,Wholesale
2024-01-26T19:57:00,245.79,West,Online
2024-01-26T20:40:00,98.91,South,Online
2024-01-26T20:58:00,106.21,South,Retail
2024-01-26T21:04:00,440.92,East,Online
2024-01-26T21:25:00,312.36,North,Online
2024-01-26T21:54:00,61.53,East,Online
2024-01-26T22:11:00,222.64,East,Online
2024-01-26T22:47:00,363.21,East,Retail
2024-01-26T23:52:00,114.4,South,Wholesale
2024-01-27T00:07:00,52.82,East,Online
2024-01-27T00:17:00,342.24,West,Online
2024-01-27T00:52:00,82.6,East,Retail
2024-01-27T01:39:00,303.26,North,Wholesale
2024-01-27T02:11:00,85.78,West,Online
2024-01-27T02:59:00,69.48,North,Wholesale
2024-01-27T04:03:00,104.31,West,Retail
2024-01-27T04:08:00,66.69,North,Wholesale
2024-01-27T04:36:00,121.2,East,Online
2024-01-27T05:23:00,69.41,East,Online
2024-01-27T05:40:00,146.76,North,Wholesale
2024-01-27T05:50:00,75.7,West,Retail
2024-01-27T06:03:00,60.41,South,Online
2024-01-27T06:24:00,76.45,South,Retail
2024-01-27T06:36:00,48.77,North,Retail
2024-01-27T06:55:00,111.53,North,Retail
2024-01-27T07:03:00,58.02,East,Online
2024-01-27T07:11:00,153.51,East,Online
2024-01-27T07:53:00,152.61,North,Retail
2024-01-27T07:57:00,213.37,West,Wholesale
2024-01-27T07:59:00,260.72,East,Wholesale
2024-01-27T08:37:00,205.74,East,Online
2024-01-27T08:59:00,153.42,East,Retail
2024-01-27T09:23:00,82.08,North,Wholesale
2024-01-27T09:27:00,83.52,East,Retail
2024-01-27T10:21:00,186.0,South,Wholesale
2024-01-27T10:30:00,115.22,North,Wholesale
2024-01-27T10:30:00,118.62,South,Retail
2024-01-27T10:35:00,66.87,West,Online
2024-01-27T10:36:00,57.01,South,Wholesale
2024-01-27T10:43:00,52.41,West,Wholesale
2024-01-27T11:01:00,202.86,West,Retail
2024-01-27T11:01:00,144.12,West,Wholesale
2024-01-27T11:35:00,153.5,West,Online
2024-01-27T12:20:00,209.43,North,Wholesale
2024-01-27T12:53:00,84.35,East,Online
2024-01-27T13:28:00,226.6,West,Retail
2024-01-27T13:32:00,131.72,East,Retail
2024-01-27T13:36:00,113.85,East,Wholesale
2024-01-27T13:43:00,49.0,South,Online
2024-01-27T13:53:00,527.06,South,Wholesale
2024-01-27T13:55:00,50.64,West,Wholesale
2024-01-27T14:14:00,63.6,East,Retail
2024-01-27T14:14:00,209.51,North,Retail
2024-01-27T14:22:00,113.18,North,Online
2024-01-27T14:35:00,77.94,North,Wholesale
2024-01-27T14:43:00,49.02,North,Retail
2024-01-27T15:34:00,161.99,West,Retail
2024-01-27T15:40:00,60.38,South,Retail
2024-01-27T15:49:00,229.83,West,Online
2024-01-27T16:01:00,128.97,West,Wholesale
2024-01-27T16:13:00,68.22,West,Retail
2024-01-27T16:15:00,122.12,East,Wholesale
2024-01-27T17:12:00,269.01,West,Wholesale
2024-01-27T18:04:00,137.71,North,Wholesale
2024-01-27T18:10:00,58.4,West,Retail
2024-01-27T18:29:00,93.43,North,Wholesale
2024-01-27T18:34:00,54.69,West,Retail
2024-01-27T18:34:00,62.07,North,Online
2024-01-27T19:17:00,281.34,South,Retail
2024-01-27T19:49:00,185.3,North,Retail
2024-01-27T20:09:00,61.39,East,Wholesale
2024-01-27T20:16:00,90.12,East,Online
2024-01-27T20:26:00,97.06,South,Wholesale
2024-01-27T20:37:00,79.51,East,Retail
2024-01-27T21:06:00,169.35,South,Wholesale
2024-01-27T21:16:00,274.53,East,Wholesale
2024-01-27T21:20:00,171.86,West,Retail
2024-01-27T21:38:00,202.17,North,Online
2024-01-27T21:49:00,227.39,South,Wholesale
2024-01-27T22:00:00,284.03,North,Retail
2024-01-27T22:18:00,79.33,West,Wholesale
2024-01-27T22:52:00,114.52,South,Wholesale
2024-01-27T23:07:00,60.0,South,Retail
2024-01-27T23:36:00,58.23,South,Online
2024-01-27T23:36:00,192.54,West,Retail
2024-01-27T23:58:00,60.36,East,Online
2024-01-28T00:39:00,55.95,West,Online
2024-01-28T00:46:00,207.34,South,Wholesale
2024-01-28T01:41:00,109.82,East,Retail
2024-01-28T01:43:00,135.49,East,Online
2024-01-28T03:29:00,141.34,West,Wholesale
2024-01-28T03:50:00,275.65,East,Wholesale
2024-01-28T04:02:00,90.54,West,Wholesale
2024-01-28T04:17:00,74.74,West,Online
2024-01-28T05:42:00,75.42,East,Wholesale
2024-01-28T05:55:00,87.06,East,Online
2024-01-28T06:11:00,123.48,East,Wholesale
2024-01-28T06:36:00,97.2,East,Retail
2024-01-28T06:37:00,488.29,West,Wholesale
2024-01-28T06:55:00,65.38,West,Online
2024-01-28T07:14:00,146.34,North,Retail
2024-01-28T07:16:00,138.41,West,Wholesale
2024-01-28T07:27:00,89.87,East,Retail
2024-01-28T07:33:00,198.21,West,Wholesale
2024-01-28T07:43:00,85.63,North,Wholesale
2024-01-28T07:56:00,79.2,South,Retail
2024-01-28T08:22:00,67.61,West,Retail
2024-01-28T08:35:00,85.95,South,Wholesale
2024-01-28T08:46:00,119.34,South,Online
2024-01-28T08:48:00,151.58,North,Wholesale
2024-01-28T09:24:00,401.07,North,Online
2024-01-28T09:47:00,102.38,South,Online
2024-01-28T09:47:00,168.27,West,Online
2024-01-28T10:24:00,250.81,East,Wholesale
2024-01-28T10:47:00,107.1,West,Wholesale
2024-01-28T10:55:00,159.8,North,Retail
2024-01-28T11:52:00,121.98,West,Retail
2024-01-28T11:54:00,66.43,North,Wholesale
2024-01-28T12:12:00,52.17,East,Wholesale
2024-01-28T12:20:00,54.11,South,Online
2024-01-28T12:54:00,207.74,North,Online
2024-01-28T13:52:00,438.29,South,Retail
2024-01-28T14:13:00,104.93,North,Retail
2024-01-28T14:25:00,193.36,North,Online
2024-01-28T14:31:00,246.95,South,Retail
2024-01-28T15:01:00,229.25,West,Retail
2024-01-28T15:07:00,99.4,East,Retail
2024-01-28T15:28:00,295.25,North,Online
2024-01-28T15:57:00,130.42,East,Retail
2024-01-28T16:32:00,148.2,East,Retail
2024-01-28T16:41:00,109.44,West,Retail
2024-01-28T16:45:00,110.49,South,Retail
2024-01-28T17:19:00,145.34,West,Online
2024-01-28T17:27:00,138.0,West,Wholesale
2024-01-28T17:43:00,125.5,West,Online
2024-01-28T18:17:00,192.89,North,Online
2024-01-28T18:31:00,161.04,East,Online
2024-01-28T19:13:00,103.34,West,Online
2024-01-28T19:18:00,96.03,West,Wholesale
2024-01-28T19:21:00,72.73,East,Wholesale
2024-01-28T19:34:00,127.3,South,Retail
2024-01-28T19:56:00,99.73,East,Retail
2024-01-28T21:02:00,103.04,North,Online
2024-01-28T21:19:00,78.0,South,Online
2024-01-28T21:35:00,71.63,East,Online
2024-01-28T22:06:00,68.33,East,Online
2024-01-28T22:14:00,47.68,West,Wholesale
2024-01-28T22:34:00,162.42,South,Wholesale
2024-01-28T22:45:00,80.34,West,Retail
2024-01-28T23:43:00,104.37,North,Retail
2024-01-28T23:55:00,95.13,West,Retail
2024-01-29T00:00:00,57.73,East,Retail
2024-01-29T00:18:00,164.75,South,Online
2024-01-29T00:51:00,46.31,East,Retail
2024-01-29T01:10:00,49.78,South,Online
2024-01-29T01:42:00,78.01,South,Wholesale
2024-01-29T02:17:00,89.81,North,Wholesale
2024-01-29T02:42:00,242.12,East,Retail
2024-01-29T03:16:00,151.97,North,Retail
2024-01-29T03:57:00,147.89,West,Retail
2024-01-29T04:27:00,385.07,South,Wholesale
2024-01-29T05:19:00,71.12,South,Online
2024-01-29T06:01:00,354.22,East,Retail
2024-01-29T06:18:00,236.87,South,Wholesale
2024-01-29T06:32:00,205.88,East,Retail
2024-01-29T06:53:00,89.79,North,Online
2024-01-29T07:48:00,298.38,North,Online
2024-01-29T07:50:00,89.89,West,Retail
2024-01-29T07:53:00,158.43,West,Online
2024-01-29T08:09:00,168.26,West,Retail
2024-01-29T08:11:00,73.74,East,Wholesale
2024-01-29T09:04:00,118.74,East,Online
2024-01-29T09:49:00,90.73,East,Wholesale
2024-01-29T10:14:00,62.5,North,Retail
2024-01-29T10:32:00,102.18,North,Online
2024-01-29T10:33:00,100.15,East,Wholesale
2024-01-29T10:37:00,113.7,South,Wholesale
2024-01-29T10:38:00,72.54,West,Online
2024-01-29T10:56:00,54.92,North,Retail
2024-01-29T10:59:00,63.13,South,Wholesale
2024-01-29T11:29:00,71.46,North,Wholesale
2024-01-29T11:59:00,84.01,East,Wholesale
2024-01-29T12:09:00,67.94,East,Retail
2024-01-29T12:22:00,269.82,East,Retail
2024-01-29T12:26:00,75.6,North,Retail
2024-01-29T12:30:00,391.67,South,Wholesale
2024-01-29T12:36:00,53.45,South,Online
2024-01-29T12:36:00,248.07,South,Online
2024-01-29T12:53:00,91.97,North,Wholesale
2024-01-29T13:48:00,48.43,East,Online
2024-01-29T14:05:00,103.67,West,Retail
2024-01-29T14:21:00,141.34,West,Retail
2024-01-29T14:33:00,129.61,West,Online
2024-01-29T14:50:00,165.64,East,Online
2024-01-29T15:13:00,248.32,West,Online
2024-01-29T15:38:00,619.84,North,Online
2024-01-29T15:53:00,45.87,South,Retail
2024-01-29T15:55:00,84.73,West,Online
2024-01-29T16:35:00,65.83,East,Wholesale
2024-01-29T16:35:00,239.3,North,Online
2024-01-29T16:53:00,252.69,South,Wholesale
2024-01-29T16:54:00,73.3,South,Online
2024-01-29T17:49:00,220.22,East,Wholesale
2024-01-29T19:17:00,72.8,North,Retail
2024-01-29T19:17:00,50.44,North,Wholesale
2024-01-29T19:30:00,109.45,North,Online
2024-01-29T19:40:00,68.08,West,Retail
2024-01-29T19:50:00,57.68,South,Wholesale
2024-01-29T20:16:00,61.87,South,Online
2024-01-29T21:34:00,194.1,South,Online
2024-01-29T21:40:00,84.84,West,Online
2024-01-29T21:43:00,550.89,South,Retail
2024-01-29T22:12:00,69.69,West,Online
2024-01-29T22:20:00,281.4,West,Wholesale
2024-01-29T22:21:00,149.08,North,Retail
2024-01-29T22:24:00,109.38,East,Wholesale
2024-01-29T22:38:00,51.2,West,Online
2024-01-29T23:02:00,294.42,North,Wholesale
2024-01-29T23:05:00,50.9,North,Retail
2024-01-29T23:13:00,47.74,West,Online
2024-01-29T23:15:00,185.23,North,Retail
2024-01-29T23:23:00,121.9,North,Wholesale
2024-01-30T00:03:00,324.5,West,Retail
2024-01-30T01:01:00,366.96,West,Online
2024-01-30T01:12:00,148.85,South,Wholesale
2024-01-30T01:16:00,50.39,South,Wholesale
2024-01-30T01:25:00,90.2,South,Online
2024-01-30T01:37:00,196.43,West,Retail
2024-01-30T01:40:00,132.05,South,Online
2024-01-30T01:42:00,187.71,South,Retail
2024-01-30T02:01:00,121.47,East,Online
2024-01-30T02:08:00,211.02,South,Wholesale
2024-01-30T02:40:00,146.76,North,Wholesale
2024-01-30T02:56:00,183.7,East,Online
2024-01-30T02:58:00,220.43,West,Wholesale
2024-01-30T03:34:00,50.49,South,Retail
2024-01-30T03:35:00,80.69,North,Wholesale
2024-01-30T03:47:00,55.12,North,Retail
2024-01-30T04:15:00,79.39,East,Online
2024-01-30T04:40:00,57.81,North,Online
2024-01-30T04:40:00,123.05,South,Retail
2024-01-30T05:58:00,84.09,East,Online
2024-01-30T06:18:00,53.58,South,Online
2024-01-30T06:20:00,87.97,North,Wholesale
2024-01-30T06:25:00,256.22,West,Retail
2024-01-30T06:41:00,128.41,West,Online
2024-01-30T07:27:00,193.91,West,Wholesale
2024-01-30T07:44:00,76.41,West,Online
2024-01-30T08:05:00,77.92,East,Retail
2024-01-30T08:05:00,764.01,East,Retail
2024-01-30T08:09:00,133.2,West,Online
2024-01-30T08:19:00,158.31,North,Wholesale
2024-01-30T08:21:00,220.35,South,Retail
2024-01-30T08:29:00,56.0,North,Online
2024-01-30T09:20:00,543.81,North,Wholesale
2024-01-30T09:23:00,132.82,West,Online
2024-01-30T09:40:00,175.57,West,Wholesale
2024-01-30T09:45:00,99.48,North,Retail
2024-01-30T09:53:00,61.27,West,Online
2024-01-30T09:54:00,141.38,West,Online
2024-01-30T10:15:00,290.34,South,Online
2024-01-30T10:19:00,121.07,West,Online
2024-01-30T10:28:00,51.63,North,Online
2024-01-30T11:15:00,183.48,East,Retail
2024-01-30T11:21:00,211.53,North,Online
2024-01-30T12:17:00,108.32,North,Wholesale
2024-01-30T13:00:00,249.81,North,Wholesale
2024-01-30T13:03:00,318.08,South,Wholesale
2024-01-30T13:37:00,234.51,West,Online
2024-01-30T13:47:00,102.81,North,Retail
2024-01-30T14:19:00,51.11,West,Retail
2024-01-30T14:41:00,185.05,South,Retail
2024-01-30T15:04:00,267.9,West,Online
2024-01-30T15:11:00,84.24,North,Online
2024-01-30T15:32:00,206.05,South,Wholesale
2024-01-30T16:18:00,51.96,North,Wholesale
2024-01-30T16:32:00,56.67,East,Retail
2024-01-30T17:01:00,122.9,South,Retail
2024-01-30T17:04:00,55.61,South,Retail
2024-01-30T17:09:00,93.85,South,Wholesale
2024-01-30T17:12:00,89.04,East,Online
2024-01-30T17:19:00,117.68,East,Retail
2024-01-30T17:29:00,164.12,North,Wholesale
2024-01-30T18:00:00,215.47,West,Online
2024-01-30T19:09:00,74.56,East,Retail
2024-01-30T19:09:00,333.39,East,Online
2024-01-30T19:20:00,177.01,South,Online
2024-01-30T21:07:00,375.82,North,Online
2024-01-30T21:17:00,244.51,West,Retail
2024-01-30T21:30:00,211.72,South,Retail
2024-01-30T21:33:00,107.04,West,Wholesale
2024-01-30T22:06:00,379.39,West,Wholesale
2024-01-30T22:47:00,66.02,North,Wholesale
2024-01-31T00:15:00,117.45,South,Online
2024-01-31T00:20:00,82.38,West,Wholesale
2024-01-31T00:25:00,343.76,South,Online
2024-01-31T00:47:00,130.6,East,Wholesale
2024-01-31T01:26:00,126.24,South,Wholesale
2024-01-31T01:37:00,152.2,South,Retail
2024-01-31T01:56:00,108.24,East,Online
2024-01-31T01:56:00,80.99,North,Online
2024-01-31T02:09:00,150.1,North,Wholesale
2024-01-31T02:14:00,122.86,West,Retail
2024-01-31T02:18:00,119.77,East,Online
2024-01-31T03:09:00,116.02,North,Wholesale
2024-01-31T03:43:00,89.56,North,Online
2024-01-31T04:54:00,169.94,East,Retail
2024-01-31T05:13:00,79.23,West,Retail
2024-01-31T05:38:00,51.94,North,Retail
2024-01-31T05:41:00,107.82,North,Wholesale
2024-01-31T05:45:00,131.68,West,Online
2024-01-31T05:46:00,75.08,South,Wholesale
2024-01-31T06:08:00,348.29,North,Retail
2024-01-31T07:05:00,198.26,South,Wholesale
2024-01-31T07:15:00,350.43,South,Online
2024-01-31T07:27:00,58.89,East,Retail
2024-01-31T07:34:00,195.48,East,Online
2024-01-31T07:43:00,104.82,South,Wholesale
2024-01-31T08:03:00,173.15,West,Online
2024-01-31T08:32:00,51.48,South,Online
2024-01-31T08:36:00,325.87,East,Wholesale
2024-01-31T08:38:00,176.96,South,Retail
2024-01-31T09:09:00,105.85,West,Online
2024-01-31T09:27:00,202.19,East,Wholesale
2024-01-31T09:28:00,154.48,North,Wholesale
2024-01-31T09:36:00,55.55,South,Online
2024-01-31T10:07:00,115.4,West,Wholesale
2024-01-31T10:14:00,139.72,South,Online
2024-01-31T10:28:00,230.5,East,Retail
2024-01-31T10:48:00,103.06,East,Retail
2024-01-31T10:48:00,170.47,North,Wholesale
2024-01-31T11:14:00,106.88,South,Wholesale
2024-01-31T11:20:00,156.94,North,Wholesale
2024-01-31T12:14:00,148.86,East,Retail
2024-01-31T12:42:00,99.49,West,Wholesale
2024-01-31T12:58:00,79.39,East,Retail
2024-01-31T13:10:00,128.27,West,Wholesale
2024-01-31T13:35:00,163.17,South,Wholesale
2024-01-31T14:00:00,59.88,South,Wholesale
2024-01-31T14:06:00,144.89,East,Retail
2024-01-31T14:09:00,60.72,North,Wholesale
2024-01-31T14:31:00,269.18,North,Online
2024-01-31T14:43:00,153.47,West,Retail
2024-01-31T14:54:00,101.1,East,Wholesale
2024-01-31T16:24:00,127.42,East,Online
2024-01-31T16:25:00,92.71,North,Wholesale
2024-01-31T17:15:00,79.93,North,Retail
2024-01-31T17:24:00,212.79,East,Online
2024-01-31T17:29:00,253.73,West,Online
2024-01-31T17:42:00,298.43,South,Wholesale
2024-01-31T17:50:00,145.44,North,Online
2024-01-31T18:23:00,539.56,South,Online
2024-01-31T18:23:00,116.76,East,Online
2024-01-31T18:51:00,188.41,North,Retail
2024-01-31T19:14:00,157.53,North,Retail
2024-01-31T19:14:00,53.92,East,Wholesale
2024-01-31T19:15:00,166.37,South,Wholesale
2024-01-31T19:27:00,55.5,North,Online
2024-01-31T19:32:00,234.76,West,Online
2024-01-31T19:40:00,235.48,North,Wholesale
2024-01-31T19:59:00,55.12,West,Wholesale
2024-01-31T20:01:00,88.85,South,Retail
2024-01-31T20:13:00,147.94,West,Wholesale
2024-01-31T20:15:00,59.34,North,Online
2024-01-31T20:32:00,62.2,West,Wholesale
2024-01-31T20:51:00,57.95,North,Wholesale
2024-01-31T20:53:00,227.49,South,Wholesale
2024-01-31T21:23:00,73.01,North,Wholesale
2024-01-31T21:41:00,73.44,East,Online
2024-01-31T22:11:00,80.41,South,Online
2024-01-31T22:13:00,244.8,South,Online
2024-01-31T22:50:00,150.83,North,Wholesale
2024-01-31T23:17:00,91.05,West,Retail
2024-01-31T23:28:00,235.34,East,Wholesale
2024-01-31T23:35:00,85.12,East,Online
2024-01-31T23:44:00,149.31,West,Wholesale
2024-02-01T00:11:00,64.28,North,Retail
2024-02-01T00:20:00,174.77,East,Online
2024-02-01T00:28:00,134.92,East,Retail
2024-02-01T00:31:00,289.94,South,Retail
2024-02-01T00:32:00,56.61,North,Online
2024-02-01T00:35:00,159.56,North,Online
2024-02-01T00:36:00,126.14,East,Online
2024-02-01T00:37:00,64.1,North,Retail
2024-02-01T00:42:00,298.51,South,Retail
2024-02-01T01:00:00,82.15,West,Online
2024-02-01T01:49:00,87.41,South,Wholesale
2024-02-01T01:56:00,127.21,East,Online
2024-02-01T02:00:00,93.07,West,Online
2024-02-01T02:02:00,79.61,North,Wholesale
2024-02-01T02:52:00,570.11,North,Retail
2024-02-01T02:53:00,166.36,East,Retail
2024-02-01T03:02:00,60.25,South,Wholesale
2024-02-01T03:48:00,161.17,South,Retail
2024-02-01T03:48:00,139.08,South,Retail
2024-02-01T04:45:00,124.51,North,Wholesale
2024-02-01T04:57:00,69.25,West,Retail
2024-02-01T05:21:00,210.22,North,Wholesale
2024-02-01T05:23:00,150.52,North,Retail
2024-02-01T05:40:00,140.08,West,Wholesale
2024-02-01T06:09:00,311.44,South,Retail
2024-02-01T06:14:00,228.22,South,Online
2024-02-01T06:25:00,98.67,West,Wholesale
2024-02-01T06:30:00,145.94,North,Retail
2024-02-01T06:35:00,235.79,South,Wholesale
2024-02-01T08:49:00,69.63,North,Wholesale
2024-02-01T08:55:00,86.22,North,Retail
2024-02-01T09:14:00,99.78,North,Wholesale
2024-02-01T09:39:00,74.37,East,Online
2024-02-01T09:47:00,165.73,South,Retail
2024-02-01T09:58:00,57.94,South,Online
2024-02-01T10:10:00,168.89,South,Online
2024-02-01T10:47:00,176.79,West,Retail
2024-02-01T10:51:00,75.01,East,Online
2024-02-01T11:07:00,149.81,East,Retail
2024-02-01T11:45:00,74.42,East,Online
2024-02-01T12:02:00,58.35,East,Retail
2024-02-01T12:10:00,170.25,North,Wholesale
2024-02-01T12:18:00,173.42,East,Online
2024-02-01T12:21:00,61.17,West,Wholesale
2024-02-01T13:15:00,97.51,East,Online
2024-02-01T13:27:00,228.33,North,Wholesale
2024-02-01T13:43:00,103.29,West,Online
2024-02-01T13:48:00,151.63,South,Retail
2024-02-01T14:01:00,300.3,West,Retail
2024-02-01T14:25:00,114.22,West,Online
2024-02-01T14:26:00,114.44,South,Retail
2024-02-01T14:45:00,134.21,North,Wholesale
2024-02-01T15:06:00,75.28,West,Wholesale
2024-02-01T15:20:00,202.55,South,Online
2024-02-01T15:30:00,178.51,North,Retail
2024-02-01T16:11:00,152.5,East,Wholesale
2024-02-01T16:24:00,76.96,West,Online
2024-02-01T16:27:00,184.84,East,Wholesale
2024-02-01T16:38:00,99.82,West,Wholesale
2024-02-01T16:39:00,123.87,South,Online
2024-02-01T16:43:00,166.93,East,Retail
2024-02-01T16:44:00,66.27,East,Retail
2024-02-01T16:44:00,181.04,South,Retail
2024-02-01T16:47:00,363.8,West,Online
2024-02-01T16:48:00,240.42,West,Retail
2024-02-01T16:51:00,136.03,East,Wholesale
2024-02-01T16:58:00,175.35,South,Retail
2024-02-01T17:03:00,69.74,North,Retail
2024-02-01T18:26:00,166.27,South,Retail
2024-02-01T18:29:00,113.12,North,Wholesale
2024-02-01T18:30:00,354.32,West,Retail
2024-02-01T18:59:00,408.25,East,Online
2024-02-01T19:09:00,134.99,West,Retail
2024-02-01T20:25:00,85.24,North,Retail
2024-02-01T20:51:00,100.63,East,Online
2024-02-01T20:57:00,54.95,East,Wholesale
2024-02-01T20:59:00,567.63,North,Online
2024-02-01T21:27:00,258.44,West,Online
2024-02-01T21:39:00,245.8,South,Retail
2024-02-01T21:47:00,138.09,East,Wholesale
2024-02-01T21:53:00,144.86,South,Online
2024-02-01T22:03:00,65.48,North,Online
2024-02-01T23:10:00,768.26,North,Online
2024-02-01T23:22:00,117.22,South,Online
2024-02-01T23:27:00,251.42,North,Wholesale
2024-02-02T00:00:00,388.97,West,Retail
2024-02-02T00:01:00,119.73,East,Retail
2024-02-02T00:18:00,111.42,South,Online
2024-02-02T00:28:00,93.2,North,Online
2024-02-02T00:56:00,111.16,South,Retail
2024-02-02T02:33:00,148.72,North,Retail
2024-02-02T02:59:00,138.56,East,Retail
2024-02-02T03:29:00,268.81,East,Wholesale
2024-02-02T03:32:00,714.01,West,Online
2024-02-02T03:38:00,152.3,South,Retail
2024-02-02T03:38:00,150.4,West,Wholesale
2024-02-02T03:44:00,307.6,North,Retail
2024-02-02T03:48:00,231.11,North,Retail
2024-02-02T03:56:00,251.77,West,Online
2024-02-02T04:13:00,350.94,East,Wholesale
2024-02-02T04:13:00,107.98,East,Wholesale
2024-02-02T04:21:00,140.61,West,Online
2024-02-02T04:37:00,393.97,South,Retail
2024-02-02T04:54:00,79.86,West,Wholesale
2024-02-02T04:58:00,750.38,West,Retail
2024-02-02T05:03:00,70.29,South,Wholesale
2024-02-02T05:21:00,101.94,East,Online
2024-02-02T05:25:00,174.92,South,Online
2024-02-02T05:32:00,184.89,South,Online
2024-02-02T05:52:00,84.41,North,Retail
2024-02-02T06:13:00,80.16,East,Online
2024-02-02T06:15:00,104.67,East,Wholesale
2024-02-02T06:22:00,230.52,West,Wholesale
2024-02-02T06:32:00,114.83,East,Wholesale
2024-02-02T07:00:00,211.69,North,Retail
2024-02-02T07:02:00,157.16,East,Wholesale
2024-02-02T07:08:00,68.04,South,Retail
2024-02-02T07:13:00,73.97,West,Online
